linea_entrenamiento_original,particion,grupo_sha256
14169,entrenamiento_reducido,c17b59fe3a3b2ef29bc176c53cecaf8d79794a20a2ea92ae40e242e6873f21fb
14170,entrenamiento_reducido,f37a5a39e967572baf2b3ac36e34887da7fa7d691ab57a97312a82ccc617fcd2
14171,entrenamiento_reducido,dc91f5c95cf0e24c3fe64d0c551747cd1158926922318d7e41518c643b57ecd7
14172,entrenamiento_reducido,a26b79219e6c338a8ec397beba9ddd6804c18352bff695379fb1af9e53503a27
14173,validacion,0b545cfef8c2d58ab10ce900e9bc3742932cd25fee0ba13c6260b008c426389c
14174,entrenamiento_reducido,9dc0d37489887776c1551af3ea2a0eef769a1e1da607cc82f560667dc7898169
14175,entrenamiento_reducido,5ee49e75b335a8df65d00d45bf89a7c69953b6a6674eb12f19d0cd89c8976f71
14176,entrenamiento_reducido,52e3924587a79a969a41b94eaa164899973d2126867a240af7f7ea1579e3bcab
14177,validacion,252f7182f5e2c64a6ec28909b2226cb47aed17452b76108cbf2b323123f65b13
14178,entrenamiento_reducido,4092578f02e0190df311ebdff6cbbce05758a9c9e50db7157643d8f946072977
14179,entrenamiento_reducido,714e8fbf8ad05668093c51fd33b26f6e3d7b2ecbf9994c922ebbfaf792c9f1b2
14180,validacion,0da1b13ca70c6c37adc174ee58220c299fc1acd851a6581bb8664ce93c4e1a89
14181,entrenamiento_reducido,9e21d855b6909049578095db1cdedc33cfa4f24c0127b592f7f7aa18c574e96d
14182,validacion,394a9429e61fc1c128289d57642e62b9b422f2ad7a753d71cbc05124c4195f1d
14183,entrenamiento_reducido,c420add1fd4663e3f6502b707573376a29d3866ed1d1474f66952dce68dfa922
14184,entrenamiento_reducido,ebfca3e4f4a953c428b91726e3c060a8b17f184bb8e7bb140f705ca2423809d8
14185,entrenamiento_reducido,c1bfeec1566841792831e1d40956256b66d82faf84bb337a0f4cb62a522e0c99
14186,entrenamiento_reducido,bf622ed8a92b0431bd967dc82e5595d711f52bdf9b9779f50db434de38f3553f
14187,entrenamiento_reducido,5a6d1ffeb4c99642933adab71e2bb8a6627e76dbed284dc5e5551931356bc79d
14188,entrenamiento_reducido,d2e6216bd4a07fc0d7c24d30fe991d717f2919349baf94a99cf7e7890211844b
14189,entrenamiento_reducido,ec7a32bed3f7340f134f23e3f29269a39373c58de78470f129bbc8a9567dad80
14190,entrenamiento_reducido,a6fb7cbe73848cf7eb60fc558d1eaedb09403932d7a769441297b734c7eb32f7
14191,entrenamiento_reducido,bd11ce0427eaf869ea3f84d46215abff314f51b6c12e7e14dc4511c44efaa8a7
14192,entrenamiento_reducido,9eae9f07a396f861b4b3bee2935131cb7af4ad64cb3473a4d0a6e0c0038dfddd
14193,entrenamiento_reducido,791873bab260b24b003bf5114a78075f9a2d1c354fd59efa987eb68965738be2
14194,entrenamiento_reducido,7e94c64a2a837d3a46a4cc9ea1f2db171c484ba2430bcfb7795e3d1493a3de96
14195,validacion,3f0ed636531b5f08c83ab5a1417628a8fbd803f23612fcb0c2787dab1fc84a56
14196,entrenamiento_reducido,e973e1c130a5f10fd21d810b7b861534a42cbe16f821783b596203b1c4c78ad8
14197,validacion,3155cbc6c83796d701a45608cc2659c56d0800792abc12604eba8149666b10b3
14198,entrenamiento_reducido,6edcf09fcba9c6d83ffc8eeda491a13b4f41af6cc9cff5ac059036dc3ca2bdee
14199,entrenamiento_reducido,f2cfc5074cff0a156b7e53a87df775223ba6b4a9030900ae7650d94b49566b2b
14200,validacion,3feaa6a93bceaa746c97d77e50c53709c3b19378002f1af26ab8dcb4d27b0c5d
14201,entrenamiento_reducido,960f878c1d2d047767a2e32219c1bcb92c6dccd3488fcd45da337687ceba084d
14202,entrenamiento_reducido,f22210346f65326947751f5804b1579b347b713f51625fc46ae73fcef73f6e88
14203,entrenamiento_reducido,b236b9c2215884079a8b61101d8fc31d5d13b7f225704f8fd4faf0203acfc140
14204,validacion,3c148ba2e1c92de2205bda4a32488b4349c20a666526b95ae189f2f464ee5535
14205,entrenamiento_reducido,d406dd70e4bfc6f4640a7c6a18ab0353064c378be16ce39619c892186cd4b00b
14206,validacion,0a3e3d9ee52e46a424baacd647c11a4ee9c452118ea97899cc8a21c7e79cabee
14207,entrenamiento_reducido,bc3156a51dea980a3f15cd1077e5156d9fc41ab05361baccd051839ec6ab6462
14208,entrenamiento_reducido,ad937038466a3e3fae16a63f05d08e164cf6cee7feab833b99a80ee88b745388
14209,entrenamiento_reducido,7d19a5a40995d5fb2aa85b3f4752b80012598368f26594bf471f895bc7d48239
14210,entrenamiento_reducido,ed77e56cde144daa6b787d565ee83bef1c6390af0ea058bf98c5fd51deded3fe
14211,entrenamiento_reducido,e715b1ba868ef77b639f56f4971a2248e5d5e41d5ea7206aa18476fabb049bc2
14212,entrenamiento_reducido,53f38f02e33f12e60f9639210809ea64299c20805933c99b8830871dc5362e49
14213,validacion,2b27639b710d7f35bef1d58df0daefbd82c31dd1158862d3f78dc51d78c8a7e0
14214,entrenamiento_reducido,8e258b41db566da628939a1551ee3622e54c3b89ae805b9dc86694ed293c6196
14215,entrenamiento_reducido,f52493fa4c17485dc56713b44011ebd1241a7716036ba4a70f61a939d3545365
14216,validacion,004be07cac3e97106983d18b0a30a372e7e16ad2517a9365df0f2ffd36c645a9
14217,entrenamiento_reducido,c4fd2ab449479154f7db9fa357b04ddee4f9aecf17a7d65c4003f585632a73f5
14218,entrenamiento_reducido,ba8bbfd87551f88903bdb13f42347c6a5601d2d62c6ba6f09a5804bacad73c5e
14219,validacion,006ae94c23bd70a4374d62bba0c52a39238352817b1b1523a6e1fcdf7a7cec57
14220,entrenamiento_reducido,f0b66ceae9a32cd87dfbaf2bc586e5a7ebf3398ba86d57cf4822ff9f24491c14
14221,validacion,0a003f2bdfc8231d042738fc5a36036343691159cc3093c2477a497717a25aa0
14222,entrenamiento_reducido,440aeb9dde22d0b423a2d6ec9b35d06ccfb3f3cc032d725105f6ae425083bf42
14223,entrenamiento_reducido,d6cdaa12e888bf7b01ff2004107f1fee5879f85307f604f89cea3ebd045b92cf
14224,entrenamiento_reducido,66b02711bb8942475c53e77da0e2e0e491bebc73024ca354fe1f6716d8e82cd0
14225,entrenamiento_reducido,d5fa08096f159d7e6535400f82456c53909b515d39ffc7414c5d5c0a7c7dbd23
14226,entrenamiento_reducido,febeb9acd51fdf74a3e953a8a58bcf52f9197fec40f1f98f16aa07ce7993d0d6
14227,entrenamiento_reducido,4a1a3b114c15ffc17f3aabb5f38006ed683e32a85f0ff6f3f89e8212b99dbb38
14228,entrenamiento_reducido,d976d8317510b8f62bd2656603f9ff395b115f0c5e3a936f8af2e1452ad80550
14229,validacion,1193c942d6147436cd1ce66fd59d844cf82e14400a37066bc5d37a9404e1d3ae
14230,entrenamiento_reducido,ae7f1b59bf270366d9eb4fe19bac7020b866ae6286dbb73e44a98129365889bd
14231,entrenamiento_reducido,5c502e2cc2a5e47fa8296bd4918a63f853b63efd3bf8429e2a20bc797fe5906a
14232,entrenamiento_reducido,faf7e35d81ce7540ce9fec4803035d92fa36753dd5c2b6a77b701915bdb160ec
14233,validacion,3daeabc031c7250390a6a123c1fee2621693b54987892218fb880056cdf44e7b
14234,validacion,02966e6c81282787a7968a46f4d4fd63ace1928c06d2ca1dfb1d453010835f9a
14235,entrenamiento_reducido,a28faaf69f2197497e0626cee5ec0b458739a5a733123653e75ef7b946bd0edb
14236,validacion,373de4109de17afbfecd25b22c15b1c79541985b2f0f7874cd034a818635b592
14237,validacion,3eabc337576217d77260305b08e856152eb79959e6ad32f2951eb26150ab8166
14238,validacion,049da7cd7898a25af4fedc163c7fa8f774938ac79e3258fe9695f6a489583b39
14239,entrenamiento_reducido,52d6671347bc1976035bc3cbb5e055c16c965779762aca351954554323b2607e
14240,entrenamiento_reducido,53041d9fc3468325a91ce178e718070b9121f8c8078303a62f54a35396f1bde4
14241,entrenamiento_reducido,5a9822a5dee69c0a964645c2d135bac12ccfaec5c2d568feedb4646042dbd524
14242,entrenamiento_reducido,d98e443566a270d966fab7a2ee06a0a7e69b544c621bf1de1412a8cd9e8af346
14243,entrenamiento_reducido,eeddb80a97510544ca5df2f6f277878e99faaac0a56533286abbb773f4f5fe9a
14244,entrenamiento_reducido,b968ce555a484176db7bc14850211c466518b8ccaecf9178f7845458f130a026
14245,entrenamiento_reducido,b83408b1e6ba83dec88bb2199a7af3974ee3189e92ef7ffb5cd01b1197ee5f8b
14246,entrenamiento_reducido,69206158637b47a16e64ce6a97655833460b2bd9ebc6250d552fde8b27cc19fb
14247,entrenamiento_reducido,c818e6ff75b272d615c76881947ad2e848356316959d40611f03525876d1baa7
14248,entrenamiento_reducido,4f40838a2bc4e66d511ad570806cf17b10de71837ff679771c8d1a659f292d13
14249,entrenamiento_reducido,63e656b8da1db74976b8eea9dd74ede04dd71f3cdc858133eed7c51d177ce0b6
14250,entrenamiento_reducido,42f8c42995541c6b4a194bb7539d49b2ebd2f585106a270de405858367e1c307
14251,validacion,3413de2fdf9b726453e83644dbe7eabb66ab07875d18531dfc83ea9d4414f179
14252,entrenamiento_reducido,b4cc0b9c6835baf089a46ab8de3cc0f4d75e28db53b48a6b84b1f1fac903a56d
14253,entrenamiento_reducido,bfccaf16911fb05562a32ddf7af07d2a54d9c997328554e70221b33c3febaa44
14254,entrenamiento_reducido,ca11f30b686df665c052f370469cd15263b37fd86bd49b5ad74c27e8e9ac5cbc
14255,entrenamiento_reducido,c701f0b7d43bd7edcaa5d73d05286cb297f8cfacd19bfd67ba4d6ca3c684252b
14256,entrenamiento_reducido,4224e554d98a3d9d276a55edfc1bcb91859683831046d5e3e031e66fc9f9bf93
14257,entrenamiento_reducido,70e8d61ce295f264525a72cb0a905c186a6f6438087bdfa78d4d67bd8aebe7d2
14258,entrenamiento_reducido,4049267802e5125a22a254780fb7c8e0c900f0900ac3a60c71bb0020bfad9b0c
14259,validacion,30658fd0a7016281ac155d87ed31f716365f282900fc6499755f0583ef96a2b3
14260,entrenamiento_reducido,e50c7857ed92dbb7f5d41a1d4c0a3936dad1302b52b1de6d841fb77da4995251
14261,entrenamiento_reducido,df580149c2567fdc0bd601727c15e511716c017bc012d1fd0524fa35bd286d65
14262,entrenamiento_reducido,63b0135085bdeba5827903f457d23b8093abcd19d0f4e609f6070ab6f6ece588
14263,entrenamiento_reducido,c1ee1a8dee3529c0481298f124e3ab2515a91809c236c95725bf25af0f8f78c5
14264,entrenamiento_reducido,73796d057bb6e2436490fd258ebd304423d8a82bb497de1565c490671a6b81fa
14265,validacion,269c4bb51795e88f4c3c70646da367d789338280b7dd0aee11ae3cba8d8478bb
14266,entrenamiento_reducido,8d5961582b01352495d611cb6a99424df703e6b78ba918a1a616087ee6e05eb9
14267,entrenamiento_reducido,c269b3b193cf1e1e1c40dc2605e7a36646b29ff3e4882ccd34f214b97ff73311
14268,entrenamiento_reducido,e9880556f8e5606424a170f031ba6d97afcdc5d45802ea89d181b191fe8469b4
14269,validacion,1c20e6b4d7cca60d0db0d85d3d308c13b118422fce44b9027d43305c88fa8f11
14270,entrenamiento_reducido,b76cef1936f1bcfc29217d8e0c41419d44a13b208dc97db518b3c61cedfd936b
14271,entrenamiento_reducido,c3fd66954f1bce7e9fa868fabf273da1564136bdc8f96f9113bfd55189f3e4d0
14272,entrenamiento_reducido,42a0d03297c005602c48461de7cb5043b16c670e850408e0f68594854c296084
14273,entrenamiento_reducido,8bf499925c13c7dd1af611574b688ed74309bdf38babe8d25e4cb0f29512ee7b
14274,validacion,104a5056bc542bd5694c9e4109a9d953921e379d37c10644ec46b17ae4e2ec9b
14275,entrenamiento_reducido,7b9ab00a786f70d7c3d638b449bd8d4376a5d379e233b0e36458830bbb0c76fd
14276,entrenamiento_reducido,84f7b06ff80c540c8be4213ad0aa14034da3eca67ac2794ec33ecb25d872c9d6
14277,entrenamiento_reducido,9cde66852733492e5b4a2ee9123f34caebf5ce2f8352a3b6115c587c5577d6fc
14278,entrenamiento_reducido,b3f3c870b772bf68b03daf130e0f098cde5a3e9320beb88a32823f72ec0ede7c
14279,entrenamiento_reducido,9f4a23aea029a81150dadeac2ac8501226568675ff0343e5a0685e1d1f4d657c
14280,entrenamiento_reducido,a759b14813db5aa4d086af2400b787efb2953f0421ab4bc7e831867990c59471
14281,entrenamiento_reducido,6a5a5ea7e9185bf6df30f2431b235973910eb4eed2445d0ba1640ca1cff989cb
14282,entrenamiento_reducido,4b6869cc29776c0356eacaa953def2475fc18216f8b16d1377b7b4543d12830e
14283,entrenamiento_reducido,e9088cf68f59e957262c61f3374669f09265c9ff925d78a29f3925b5fdfe4d43
14284,entrenamiento_reducido,5badf7a72ee4f20a59c8366bc3ab24d74655446331da3db1772d9965ec950411
14285,entrenamiento_reducido,d875075ca32d54a519e1de56aa630bdafef55424e8d9a051cabb8f67d45b03e4
14286,entrenamiento_reducido,9e200c0bce443cc7a27b7439f1b4ec8c19eaae9df57cc968c6a51c552858b268
14287,entrenamiento_reducido,6cd98e2ae80982119d246b4a70bbb7fa689e210a805d52aea701535cf44039c1
14288,entrenamiento_reducido,a1d20c50fc2006a86db035e28b497dd784b0d5feebca07d980b6307ebf19b561
14289,entrenamiento_reducido,da76d24c87339a0141c0f8c079be4957c726d482a2d997445e966925320e0699
14290,entrenamiento_reducido,b5407abc3bf5dd73cdd87c2e93f2e3a7f1944c5cadb6e6dd8574d6830ee8fd72
14291,entrenamiento_reducido,5d47af01d3b5baf3f4c57b8a185b38d8302d348eb7572a87dcd2d1d60a91bc54
14292,entrenamiento_reducido,8725580ef4767785797453e058e8745854b9c5c4378cd504bc1dd44dc492372f
14293,entrenamiento_reducido,d96f82d17906596714e9c9656d35dfa2f8b34b7dd8b59d4fa7f1c118b6a80425
14294,entrenamiento_reducido,6eb837b49ceac6f4e4dbd8f95ae643ad071c191f83649c47a81bd64442185fb6
14295,entrenamiento_reducido,8e7da9052c416ad8d9df0fe3ebf4b3e8a656479716b320c36c2bc8eed6d7da65
14296,entrenamiento_reducido,98269ae312587ac49180eceac0cd95b64c8e94fe18c2d06a49ef7e691d6a6bd1
14297,entrenamiento_reducido,bdeb19824a3f27053ea97bf476cf589fec09f82dd8e6fd9f2fa3cef7a091bc97
14298,entrenamiento_reducido,8188aa007acbdc8f557814df377a7aef76d74707e009cefc58f1e2ea3116e176
14299,entrenamiento_reducido,50cfd19db9d2e4681d3f86a3dcbbee606d71862795d2d242c169be3fd86623a1
14300,entrenamiento_reducido,a18db25ee9cc63bc3c71d6d6b094222e7b157187dbfd22d16ee3373388001c74
14301,entrenamiento_reducido,ef5174405cc5352db4a5a58dd539f7f2a07ab3e2d71c6a5f2dc31a7ffc2462cf
14302,entrenamiento_reducido,df8d14692184d6d338fa8c794c45b98aba42f7811f55fdfb7c96c6f4ba082ebe
14303,entrenamiento_reducido,5801e8e5f8d7d8cd3e3b30e590fcaf73a7f863e7264b9fe18ecbd31199af3ff7
14304,validacion,1a77ef9816ccc1f72ad446b00c483759ae66808d47c26d3438fdea854f3b03f5
14305,entrenamiento_reducido,8c6455ae6a5a2bee9a2910296f5bf7181333a64dab4170fbccacdc8a4ff7ac6b
14306,entrenamiento_reducido,f1dc6af61a7398428eac894c4582153faf5969abc7ac086edd3396accc3ea2cb
14307,entrenamiento_reducido,54845b8f388e7845411a305b4d18d7bb704e4e805bb95a23246ec215adb9893c
14308,validacion,30c965006f45bdad8f479b6f6da242a4ae1f00b24827ff9f09e0483e7ce6c8b3
14309,entrenamiento_reducido,b4753f687728aac1bca0b703b160fc8b4e1f62b7084e02b84cea4954ce7e2a68
14310,validacion,292b1c06b60886323329f14602d901b6f54b16b74a9f6b89b5c9fc67c279487d
14311,validacion,3adb455a302902dcd7121dcd3bc6e5f9360e19a5f59c97cd57d1a5eaa4c86013
14312,entrenamiento_reducido,87f2692b814968b96473254b23041fc5d2e2db61fb38f924903a367b16d89609
14313,entrenamiento_reducido,fcee7b530e924d91f55d45219b656cc9efd11b9eb9daf514af853d03d33efeb5
14314,entrenamiento_reducido,44ccc3ccdc926e812b5d46f6f78ae05168c3f616e39c22e29729f2b474694c31
14315,entrenamiento_reducido,fa23061a4ebcfd111872a732e317efaf70c910f86044ca6eb44847dc272baa77
14316,entrenamiento_reducido,fa23061a4ebcfd111872a732e317efaf70c910f86044ca6eb44847dc272baa77
14317,entrenamiento_reducido,c2e6e10257ddf086a66b382b68e149c4388795f5452fa49f18f6d6f5b8d8b43b
14318,entrenamiento_reducido,55cad426cc453360766362fb15af84f6671c815cf95538c54184ba700b46b889
14319,entrenamiento_reducido,4aadc09c54ba23c2c924ef4f65046ab6dd2e22369b7506dec23ccb0b1ee9ac6d
14320,entrenamiento_reducido,a8c88ab420ade1548a69a0d0b73028b047816c8e8d70b798a656da6af9f87290
14321,validacion,26e81bdb3c776745b611d8db6e7c5d66eb0e317bed2f986363e420abb4c1fcb7
14322,entrenamiento_reducido,54fcd61c7e2250d863e1c7f38eac51649efc667e4e54d0ea7174f5baed989742
14323,validacion,0e2f49ffa91a849f7d37e50eec72e212aa39c63b699d9b19600d9fc2e8f7158c
14324,entrenamiento_reducido,d6563f49658365ae23b57b0fcbed542820035d3df71eb53c6a313ebd0403138c
14325,entrenamiento_reducido,d6563f49658365ae23b57b0fcbed542820035d3df71eb53c6a313ebd0403138c
14326,entrenamiento_reducido,d6563f49658365ae23b57b0fcbed542820035d3df71eb53c6a313ebd0403138c
14327,validacion,34e447c6976707675668c5c8bde141c93d88d2ed65d4dd582889ffe70ab4a3ee
14328,entrenamiento_reducido,54d525300d64d38f8ce99bf0cb35a7abf285243a39fcfbe45197d00646e897e1
14329,entrenamiento_reducido,cba1d8b8e58ad0e213642eca03b1e01ad3875dcf4fd6047afce7d0ff35206115
14330,entrenamiento_reducido,6e7faaa7eecdc33eb63469ac8135ecdd41053cd3663e2b7517c5aee29f8a8f59
14331,entrenamiento_reducido,905abf7c49a77d8ae3ed09abe081f9d6a9d42e1abf2addd73873867389b20b22
14332,entrenamiento_reducido,b4483912f37ff553415d909ca1dc1a86244d0f260da6288b35077eeec4579735
14333,entrenamiento_reducido,ffcb0cdb0513460087482a040fbddd95bae2cdaaf603f39e23a2b3ab9399e016
14334,entrenamiento_reducido,4cf7369673f51db00c513bb6db13bb091735617c1913a71066b6439c5f9dd04a
14335,validacion,183ec04533b28f6e5ccfd2faa80b10ac9213a69529c936928380d31334f2dd0f
14336,validacion,14afd590ec22eb8f509c33661d2ff1ad3134a5d90cba870e9537d8cfcb4794d5
14337,entrenamiento_reducido,fc194dc953442f25942f24b39dc2fb4c6efb0f0bf5f21c69add26f5e765540af
14338,validacion,36661057ec37fff0607b4c5171c6e669103f4355448ff68c3a71bb9b8b0ebe26
14339,entrenamiento_reducido,8851f47d7141582f630e8d373119b1854b41daa4c9a50c459bc0a17fc4050fe7
14340,entrenamiento_reducido,417404c6e8413df58ac31b7f9b130aacf3a93b3493dce05223223c7f78e94485
14341,entrenamiento_reducido,a3f5dbdbb422b2c096db34724b1ca7ab9ca3933b68a5f77c7a612f7ec46dbd14
14342,entrenamiento_reducido,d36b4fb2f7f40326f4fd4acaaa40f8d5f9db94a39ced7ebdae96ee8dcf457694
14343,entrenamiento_reducido,98f1d7b3b1592aac9459a3093e1a9d44ef58e4f1b742ab13a97f9e893a8fd82c
14344,entrenamiento_reducido,a75e5b7a9aca694d0c91b6526dbebfeb7336f27156fc0588f71ab1327f5c9421
14345,entrenamiento_reducido,a9ea5f6a2cfc165c848e0da342fd69c2b10a83ad9eadfae72ad3671318af65ff
14346,validacion,043f8dfa125ca2295fbf18fed101ed67946200a19a036fcd981b350f5c369a49
14347,entrenamiento_reducido,7e68501aab1f6b13c44b9ffaa9c7703401ef3a31fe22110b3cff92e23c9ef62e
14348,entrenamiento_reducido,88e7e3cdb26fea473960d11f6a1b4b2dae49880cbcaec20f4f1788978131e951
14349,entrenamiento_reducido,52e07f8893a5ce817df2fc9fb3f1c0dd8f8602a57e96b452e617ccfd0485b4c3
14350,validacion,0d599b29ced280673f77970e3f74c2276391b833d5160c1a84f01737f7840f94
14351,entrenamiento_reducido,97d4c58cd77395ffec0d78536512b43c33426113826ab43c0f46e53844a03f43
14352,validacion,033bb4599c26e46e2b111e3fc994dacf5dabbbac1b3c5dcc96e86073b955886f
14353,validacion,20f95c1eefc94f4aa3cf942578774dea1c6104ef2c23b1880baa063e4dc6a717
14354,entrenamiento_reducido,e478cb153bf2d21b82b57001358d1308301ed3d9522c163cc333fe70555a6522
14355,entrenamiento_reducido,5927a49bffc77f618a1b13234550c04d98eeaa9d61abc9b7e01c4e0a3574bf5c
14356,entrenamiento_reducido,da2a8976225e995c8de3d392f17f036c4036e4b6e265297900767b767c3ee1ee
14357,entrenamiento_reducido,61003f6c3247bc8cb024815ad55303e67476543ef2d7c30a2daee552ad2a0d99
14358,entrenamiento_reducido,bbb67192dd2cc4952245e92c9472f61c95be6b84fa53bcc14ae981589b551d19
14359,entrenamiento_reducido,5c7c296b4455470c54b98e7a85e04fe4ca63d3bb469cce53a075887682d34f7e
14360,entrenamiento_reducido,d66f3290e637c96b4e2a4d20c2f6607e408754dd298fc947979e963d84ab8377
14361,entrenamiento_reducido,c75706f37d9b08d35e94702a9b8f0d287cbc92e87e4a61480699cba7ff7b98ac
14362,entrenamiento_reducido,ceaf112c88470955759f0b317011c32d009878364ab8bc88e44c91fba38f9637
14363,entrenamiento_reducido,5253d2f47280397389c63c5f9939f1968902025d204fbcb6d16be2286fc20abe
14364,entrenamiento_reducido,44840b5209585394646440b364544439596cd5cac049ae4137ccda2b994c748d
14365,entrenamiento_reducido,a3e032d99187ca383c6b98513252c97bebde51a1387be5846a57753a22b19e3b
14366,entrenamiento_reducido,a1f8fcc07db85346998d19a099b1f177948d4934013c9b25f1c1a0494273b549
14367,entrenamiento_reducido,eb165e2970e240b1cba446c3ee8533b6c28cea4aca8506d1189297aff2832c58
14368,entrenamiento_reducido,bb1b5f9da5b4a05ff2edd67aac2341b726707ccf2cfb9eb6d9c9f639070c7a13
14369,entrenamiento_reducido,78348fcdcd11bf3f5da0a170eaa656bc48305f2f2637ad42b3b2b35266cbb5ab
14370,entrenamiento_reducido,91934a579d82ecc4cc12802a0782ab6e56c4084800277ce4663846259f7a8d53
14371,entrenamiento_reducido,6f13c7d9303cd332e37d52fd6b41683a3d99efac12168c1ee0fe2a20ec9f461b
14372,entrenamiento_reducido,70e1613610cb90d33ac857e9c2ad85e15118969dd43cacfad730b6a3764019ee
14373,entrenamiento_reducido,c9e8563dc356bb016eac2567ff78654d5bb4a2079b1333098d8c7fbc646aa844
14374,entrenamiento_reducido,b9b150c1b8ce0a087d8b7fc2269674b1de253e9d4e6357ba03ce9d89981a409a
14375,entrenamiento_reducido,bca2320c4945282d331e68a9acaf9f3d56bc142d6e2fffba3293e2576713b88e
14376,entrenamiento_reducido,90dbde245bb55277860e7a3c0cb6a2067099ae6d3d4f4d4ef737367683cd5fd1
14377,entrenamiento_reducido,d048670513ba93b5d3f4acf7355a661daa0e693d852a319db3b55b6f83502997
14378,validacion,319c7e49b746f26d96fa7c28b1231918bb386ccd45d8dceacc5f932add736cbf
14379,entrenamiento_reducido,67f819b3dd08530fc0792d1fcd36bae8853165d91e5c4de484ce2391dd81613e
14380,validacion,35b6b5d9ef87bb6bd4b761325f2a2e45b2cfb7fab96b8f99ae0725c30786428c
14381,validacion,2b8bd84883ed7dc1cb6da0cd45caa2c91890e8c34ad395b3d164b1fdf4934b20
14382,entrenamiento_reducido,b2020341ff022099ea16a9a247c2638203fec41dca955c105ac2602de8528c27
14383,validacion,0c949853ce0c908c74ef402a88205c6806e4e44530b93f37e4ea7ea89ce656b9
14384,entrenamiento_reducido,42f9335d1f4723d418978f944941db3227e401793a54df86f6bded59a185d175
14385,validacion,37224371296480e06c45294a65a0e05ddb521cacaa3886584966f06eb09ea755
14386,entrenamiento_reducido,9fda60426790e5468af7712d7a0dcc72b659a071b3927188de193d8c4337e755
14387,validacion,3909e6702e16b8027069f3b1587bf2ec8e892bc22fdc704e1f1256dbc86cf32f
14388,entrenamiento_reducido,dc3abfc996e6dc967ab382b9fc3129f2f8f24c828face4f3c47b56260a60c908
14389,entrenamiento_reducido,7f4e6167b5dcd5673b21c361ec7fc2c156fa29619bb4510a126bcdcfb834ed16
14390,entrenamiento_reducido,6c9f5243db712b09532fce195f751c33abdfcce09f93e31cfb9440dfb9b7fecb
14391,validacion,1a959ea04a12be556c4d002b104d3f67f02560d2d12b3e8821a955017698e27e
14392,entrenamiento_reducido,8119c180e680285d7520b0e46c0b3fd3fcf34fe5c3a3d96b70bfecf3fdd91fe0
14393,entrenamiento_reducido,cb3b2ba75a7c0feba139682ece9cea7e9993bbd6c06401f31cb8d9f5ec3cd467
14394,entrenamiento_reducido,9ae23f75b9a7a27b2152593561f4bbd5228082507ad6c6ea4931b219d38cda76
14395,entrenamiento_reducido,f1d64242111bad2dce3db1d9c2fc78e79610e894e3a18b496dea0f12c6f696e5
14396,entrenamiento_reducido,ee3ead9813a6bef112b5dfa6325e0b25a5c5a3b3eb3880af2da1080b1cf29454
14397,entrenamiento_reducido,ea59b688483a7d441d040a246af5fd6f6995bb210a80aa80f053e757644588b3
14398,entrenamiento_reducido,765f7d661cbef4b387c2a4ffd955c652aa493c4e485c1883714036010dbeb9e0
14399,entrenamiento_reducido,a3e8853cd77fb0e9f1dbba8b04706d988edf8e6c5f12c00fcd70ae2d80cc6391
14400,validacion,0a9036507011f0098a2539082e27b21d80ac8f7d9b1ef34472bbbb4adb3cdd07
14401,entrenamiento_reducido,9e4b8943d6406da5286cab6ebc7ccbc31ff27563337898e28a45c83163c365be
14402,entrenamiento_reducido,58ece41e519161e1df11213e6945c134fce734dc16eff186c5a132d9b00f3550
14403,entrenamiento_reducido,7f8a942fbeae96b845fe12e129b1d884b98fd7b46fc0eb21e9a1b110ac4b85a9
14404,entrenamiento_reducido,a036c175e6d49c7ff4257393ddd04d2286bc94b8f715a51ddfc2c061eebdf12f
14405,entrenamiento_reducido,d481792c6df253101a2fbbc67d35a6677bfc05f483c3d385b5b8d02e1cf8e1ed
14406,validacion,3fd27dffd837a8b4eb8c56e1144f1642a0c502671bc139c522f1563bef874ca6
14407,entrenamiento_reducido,4a1adc79ee4cacb390dedb6bea18a902e67a509dd0f49f90c0920f61d4b23d81
14408,entrenamiento_reducido,b9ee0d4b03efaf745356b2bb4363187d450e4eba06badf2a3f370f10bbb7de6c
14409,entrenamiento_reducido,9f1a5f492079239d56b814cb1ee45cd73c3add02191e9e3e55747231d013c683
14410,entrenamiento_reducido,939b87ec4ba4ed82c4d1d7c4acd7e7912ae85d9edc99a255dc72a20d356a83ae
14411,entrenamiento_reducido,a2335f13900af7fda4de5375c01ad790d07b62c97d65b765f86e6e57689e62be
14412,entrenamiento_reducido,bee23d5714c5f2de4e7f2a5ba4b2c6e7945d8dd28077c44e1d9aa5db57971abc
14413,validacion,118003314448c09541406091c6a8f0e398c05132f49dbbdd50dbe80e62a97f56
14414,entrenamiento_reducido,7cdd037f97e3e8bf938e1988a6991ef6702476691e021434df7b473435a4ba2f
14415,entrenamiento_reducido,7b38c2d7f23d877ba2bccdd3379cee47392dea8eea9812c73215bc7e412b9e93
14416,entrenamiento_reducido,5594ad2a64f82c5e207d1e59875bb2b7009cb13f0eaa8e25f55de1795da341d4
14417,validacion,121ad8001f79d21af6821f7af27d132627cc5959090668aae2209a2584bc9f10
14418,entrenamiento_reducido,d7273b6508799b7eb73711050012d4cff1f122a3adcc36e8469b39882559a1b5
14419,entrenamiento_reducido,ea27119e214d1d47cd1402120448ea69effe7b0db9f22d26b2daee5ab00123cb
14420,entrenamiento_reducido,b283b4568c7f4ef35bbf2d4ac1dcfe4e4c03d328e5f3868f5c444b3db1aa40a2
